date,weekday
2025-12-30,Tuesday
2026-01-02,Friday
2026-01-05,Monday
2026-01-06,Tuesday
2026-01-07,Wednesday
2026-01-08,Thursday
2026-01-09,Friday
2026-01-12,Monday
2026-01-13,Tuesday
2026-01-14,Wednesday
2026-01-15,Thursday
2026-01-16,Friday
2026-01-19,Monday
2026-01-20,Tuesday
2026-01-21,Wednesday
2026-01-22,Thursday
2026-01-23,Friday
2026-01-26,Monday
2026-01-27,Tuesday
2026-01-28,Wednesday
2026-01-29,Thursday
2026-01-30,Friday
2026-02-02,Monday
2026-02-03,Tuesday
2026-02-04,Wednesday
2026-02-05,Thursday
2026-02-06,Friday
2026-02-09,Monday
2026-02-10,Tuesday
2026-02-11,Wednesday
2026-02-12,Thursday
2026-02-13,Friday
2026-02-19,Thursday
2026-02-20,Friday
2026-02-23,Monday
2026-02-24,Tuesday
2026-02-25,Wednesday
2026-02-26,Thursday
2026-02-27,Friday
2026-03-03,Tuesday
2026-03-04,Wednesday
2026-03-05,Thursday
2026-03-06,Friday
2026-03-09,Monday
2026-03-10,Tuesday
2026-03-11,Wednesday
2026-03-12,Thursday
2026-03-13,Friday
2026-03-16,Monday
2026-03-17,Tuesday
2026-03-18,Wednesday
2026-03-19,Thursday
2026-03-20,Friday
2026-03-23,Monday
2026-03-24,Tuesday
2026-03-25,Wednesday
2026-03-26,Thursday
2026-03-27,Friday
2026-03-30,Monday
2026-03-31,Tuesday
2026-04-01,Wednesday
2026-04-02,Thursday
2026-04-03,Friday
2026-04-06,Monday
2026-04-07,Tuesday
2026-04-08,Wednesday
2026-04-09,Thursday
2026-04-10,Friday
2026-04-13,Monday
2026-04-14,Tuesday
2026-04-15,Wednesday
2026-04-16,Thursday
2026-04-17,Friday
2026-04-20,Monday
2026-04-21,Tuesday
2026-04-22,Wednesday
2026-04-23,Thursday
2026-04-24,Friday
2026-04-27,Monday
2026-04-28,Tuesday
2026-04-29,Wednesday
2026-04-30,Thursday
2026-05-04,Monday
2026-05-06,Wednesday
2026-05-07,Thursday
2026-05-08,Friday
2026-05-11,Monday
2026-05-12,Tuesday
2026-05-13,Wednesday
2026-05-14,Thursday
2026-05-15,Friday
2026-05-18,Monday
2026-05-19,Tuesday
2026-05-20,Wednesday
2026-05-21,Thursday
2026-05-22,Friday
2026-05-26,Tuesday
2026-05-27,Wednesday
2026-05-28,Thursday
2026-05-29,Friday
2026-06-01,Monday
2026-06-02,Tuesday
2026-06-04,Thursday
2026-06-05,Friday
2026-06-08,Monday
2026-06-09,Tuesday
2026-06-10,Wednesday
2026-06-11,Thursday
2026-06-12,Friday
2026-06-15,Monday
2026-06-16,Tuesday
2026-06-17,Wednesday
2026-06-18,Thursday
2026-06-19,Friday
2026-06-22,Monday
2026-06-23,Tuesday
2026-06-24,Wednesday
2026-06-25,Thursday
2026-06-26,Friday
2026-06-29,Monday
2026-06-30,Tuesday
